Title,Description,Language,Badges,Stars
cuckoo-index,Cuckoo Index: A Lightweight Secondary Index Structure,C++,"bitmap-index,secondary-index,cloud-databases,cuckoo-filter",118
goexpect,Expect for Go,Go,"cli,ssh,automation,expect",706
observable,"Support for marking objects as observable, and getting notifications when those objects are mutated.",Dart,,48
cpu-check,,C++,,32
mail-importer,"Mail Importer for Gmail will upload the contents of a Thunderbird mail archive to Gmail and do its best to preserve the read state, flagged state, and folders of the messages.",Java,,225
mechahamster,Mecha Hamster is a game where you roll through customizable environments that you can share with your friends.,C#,"unity3d,firebase-auth,firebase-database,firebase-test-lab,firebase-appinvites,firebase-remote-config,firebase-unity",433
REAPER,,C++,,341
JacquardSDKiOS,"Jacquard™ by Google weaves new digital experiences into the things you love, wear, and use every day to give you the power to do more and be more. Jacquard SDK is a way to connect Jacquard interactions within your apps. Create an app and bring it to life with gestures, lights and haptics through the Jacquard SDK.",Swift,,12
ghost-dataplane,,C++,,5
subpar,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,Python,"python,bazel",530
alertmanager-irc-relay,Send Prometheus Alerts to IRC using Webhooks,Go,"monitoring,irc,alerting,prometheus",45
centimani,,Python,,8
cronutils,utilities to assist running periodic batch processing jobs,C,"unix,cron,batch,periodic",111
mipnerf,,Python,,553
music-synthesizer-for-android,Automatically exported from code.google.com/p/music-synthesizer-for-android,Jupyter Notebook,,386
pyu2f,"pyu2f is a python based U2F host library for Linux, Windows, and MacOS. It provides functionality for interacting with a U2F device over USB.",Python,,71
smbios-validation-tool,,Python,,6
ga-serverless-streaming,,Python,,8
adiantum,Adiantum and HPolyC specification and test vectors,C,cryptography-algorithms,447
pyaedj,,Python,,6
structured_labels,,Python,,3
svcca,,Jupyter Notebook,,572
orthotope,,Haskell,,7
ezgantt,ezGantt main,JavaScript,"spreadsheet,gantt-chart",100
inject-common,Utilities for implementers and consumers of the javax.inject APIs.,Java,,8
fruit,"Fruit, a dependency injection framework for C++",C++,,1614
videotts,,JavaScript,,2
vim-colorscheme-primary,"Primary, a Vim color scheme based on Google's colors",Vim Script,,263
hs-dependent-literals,,Haskell,,2
oss-fuzz,OSS-Fuzz - continuous fuzzing for open source software.,Shell,"security,fuzzing,vulnerabilities,stability,fuzz-testing,oss-fuzz",7866
pyglove,Manipulating Python Programs,Python,"evolution,manipulation,meta-programming,automl,meta-learning,symbolic-programming,python",54
xls,XLS: Accelerated HW Synthesis,C++,"open-source,hls,high-level-synthesis,compiler",808
oss-fuzz-vulns,OSS-Fuzz vulnerabilities for OSV.,Python,,58
jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",Python,jax,20347
closure-templates,A client- and server-side templating system that helps you dynamically build reusable HTML and UI elements,Java,,576
weather-tools,Apache Beam pipelines to make weather data accessible and useful.,Python,"weather,apache-beam,python",88
filament,"Filament is a real-time physically based rendering engine for Android, iOS, Windows, Linux, macOS, and WebGL2",C++,"android,webgl,real-time,opengl,metal,graphics,vulkan",14629
centipede,,C++,,64
flax,Flax is a neural network library for JAX that is designed for flexibility.,Python,jax,3545
mug,"A small Java 8 util library, complementary to Guava (BiStream, Substring, MoreStreams, Parallelizer).",Java,"graph-algorithms,parallelization,streams,stream-api,parallel-processing,graph-traversal,graph-traversal-algorithms",291
init2winit,,Python,,47
skywater-pdks,,Apache-2.0,,2
array_record,,C++,,22
turbinia,Automation and Scaling of Digital Forensics Tools,Python,"security,forensics,dfir,security-automation,cloud",563
ldif,3D Shape Representation with Local Deep Implicit Functions.,Python,"graphics,3d-vision,shape-reconstruction,iccv2019,cvpr2020,ldif,sif",269
GoogleUtilities,,Objective-C,,53
oculi,"A Google Cloud-based pipeline for tagging image and video ads based on their content, enabling advanced creative analysis.",Jupyter Notebook,,44
making_with_ml,,Jupyter Notebook,,266
gts,"☂️ TypeScript style guide, formatter, and linter.",TypeScript,"formatter,google,typescript,linter",4109
project-OCEAN,Project OCEAN is an open science collaboration focused on understanding the open source ecosystems creating datasets that enable research and forming a clear understanding of the state of open source communities.,Python,"nodejs,python,go,golang,angular,opensource,research",39
oboe,Oboe is a C++ library that makes it easy to build high-performance audio apps on Android.,C++,"audio,android,oboe",3149
resultstoreui,,Python,,6
dqm,"A simple platform dedicated to data quality issues detection, especially in the context of online advertising.",Python,"analytics,data-quality",14
j2cl,Java to Closure JavaScript transpiler,Java,"compiler,transpiler,javascript,java,gwt,j2cl",951
pigweed,,C++,"microcontroller,embedded,cpp,embedded-systems,mcu",132
vizier,"Python-based research interface for blackbox and hyperparameter optimization, based on Google's internal Vizier Service.",Python,"open-source,distributed-systems,google,distributed-computing,grpc,tuning,hyperparameter-optimization",94
brain-tokyo-workshop,🧠🗼,Jupyter Notebook,,1145
android-uiconductor,,Java,,116
blockly-samples,"Plugins, codelabs, and examples related to the Blockly library.",JavaScript,"react,angular,node,webpack,vue,svelte,samples",527
jsontoken-tmp,,0,,2
go-shlex,,0,,4
zarathustra,,Java,,14
pull-request-mailer,Sends a GitHub pull request as a patch series via email,Haskell,,43
elfling,,C++,,26
vim-ft-vroom,,Vim Script,,10
picview-for-android,,Java,,50
picasa-app-demo,,Java,,9
web-starter-kit-extras,Optional additions to Web Starter Kit,Apache-2.0,,72
simple-pedometer,,Java,,68
sensor-data-collection-library,,Java,,43
ashier,Automating Terminal Interactions with Templates,Python,,29
coursebuilder-lti-module,,Python,,15
episodes.dart,A framework for timing performance of web apps.,Dart,,13
polymer-dart-log-controller,"A small polymer element which lets you control the global logging configuration, and can optionally log all statements to the console.",Dart,,7
ebola-tools,,Python,,15
pubsubhubbub,,0,,5
dart-tagtree,A React-like UI framework in Dart,Dart,,77
turing-doodle,,JavaScript,,161
linear-book-scanner,,Python,,58
java-thread-sanitizer,,Java,,72
gin,,0,,4
go-glicko2,,0,,4
rct-automation,Radio automation software (not an official google product),C++,,24
Idris-dev,A Dependently Typed Functional Programming Language,Haskell,,7
forcefield,Keep email out of your inbox when you're not at work.,Gosu,,46
dart-gif-encoder,,Dart,,27
glassbox,,R,,19
coursebuilder-learning-analytics,,0,,4
NLSdata,,R,,7
gsocguides,Google Summer of Code Mentor and Student Guides,CSS,,277
privacy-sandbox-aggregation-service,,Go,,23
cloud-android-orchestration,,Go,,4
zerocopy,,Rust,,33
cel-go,"Fast, portable, non-Turing complete expression evaluation with gradual typing (Go)",Go,"go,golang,expression,expression-parser,expression-evaluator,expression-language,cel",1323
copybara,Copybara: A tool for transforming and moving code between repositories.,Java,,1592
webcrypto.dart,Cross-platform implementation of Web Cryptography APIs,Dart,"dart,cryptography,flutter,webcrypto",51
jaxtyping,"Type annotations and runtime checking for shape and dtype of JAX arrays, and PyTrees.",Python,"typing,jax,python-typing",274
charts,,Dart,,2764
sxg-rs,A set of tools for generating signed exchanges at serve time.,Rust,,61
argh,Rust derive-based argument parsing optimized for code size,Rust,"rust,argument-parser,arguments,rust-library,subcommands,positional-arguments,argh",1176
open-location-code,"Open Location Code is a library to generate short codes, called ""plus codes"", that can be used as digital addresses where street addresses don't exist.",Java,"ruby,python,c,java,dart,rust,golang",3708
blockly-games,Games for tomorrow's programmers.,JavaScript,,1158
jwt_verify_lib,,C++,,29
EarlGrey,🍵 iOS UI Automation Test Framework,Objective-C,"ios,automation,test-framework,testing-tools,ui-automated-tests,earlgrey,ios-automation",5433
orbax,,Python,,16
struct2tensor,struct2tensor is a library for parsing and manipulating structured data inside of tensorflow.,Python,,29
globalfoundries-pdk-libs-gf180mcu_osu_sc,Digital standard cells for GF180MCU provided by Oklahoma State University.,Apache-2.0,"asic,eda,pdk,openroad,180nm,globalfoundries,gf180mcu",5
data-transfer-project,"The Data Transfer Project makes it easy for people to transfer their data between online service providers. We are establishing a common framework, including data models and protocols, to enable direct transfer of data both into and out of participating online service providers.",Java,"data,transfer,portability,data-portability",3386
gps_building_blocks,,Python,,31
docsy,A set of Hugo doc templates for launching open source content.,JavaScript,"hugo-theme,documentation-site,documentation-website,theme,hugo,docsy",1897
tarpc,An RPC framework for Rust with a focus on ease of use.,Rust,"tokio,asynchronous-programming,futures,rust,rpc-framework",2307
gin-config,Gin provides a lightweight configuration framework for Python,Python,"python,tensorflow,configuration-management,tensorflow-experiments",1639
schemarama,"Schemarama is a project exploring standards-based validation for structured data, especially Schema.org.",JavaScript,"javascript,rdf,seo,w3c,json-ld,rdfs,shex",87
mtail,extract internal monitoring data from application logs for collection in a timeseries database,Go,"calculator,vm,bytecode,timeseries,compiler,proxy,logs",3335
identity-credential,,Java,,62
glance-experimental-tools,Glance Experimental Tools aims to supplement Jetpack Glance with features that are commonly required by developers but not yet available.,Kotlin,"android,jetpack,compose,glance,glance-appwidget",79
bms-toolkit,Toolkit for installing and creating an initial database on Bare Metal Solution,Shell,,47
if-this-then-ad,"""If This Then Ad"" (IFTTA) is a game changer in rule-based marketing. With our tool you can run marketing campaigns based on real world events.",TypeScript,"api,marketing,automation,signals,googleads,dv360,weatherbasedmarketing",13
OpenSK,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2 standards.,Rust,"security,embedded,firmware,u2f,tock,webauthn,security-key",2298
crx2app,,JavaScript,,19
concatenate.js,,JavaScript,,91
firmata.py,,Python,,20
sirius,sirius,0,,6
libkml,Reference implementation of OGC KML 2.2,C++,,86
geovelo,,JavaScript,,45
gfw-toolkit,Enterprise command-line scripts and samples for Google Apps Admin SDK.,Python,,29
googleapps-message-recall,,Python,,16
macops-MOMenu,MOMenu is a statusbar item with a plug-in architecture.,Objective-C,,46
dart2java,,Java,,56
param_runner,,Shell,,3
gde-speakersbureau,,JavaScript,,6
AppUpdateTrackerLib,,Java,,7
rustcxx,rustcxx: Using C++ from Rust made easy,Rust,,498
dualhttp,"Render your page with cached data, then fetch up-to-date data from server and update the page.",JavaScript,,20
go-webdav,,Go,,70
dorusu-js,This repository is no longer maintained. Please see https://github.com/grpc/grpc-node which is now aims to provide a pure js gRPC library as well.,JavaScript,,39
identity-toolkit-go-client,Google identity Toolkit client library for Go,Go,,56
dynamex-proto,,Protocol Buffer,,5
auto-common,,0,,4
auto-service,,0,,4
auto-factory,,0,,4
prudaq,PRUDAQ is an open source 40MSPS (megasamples per second) Data Acquisition board for the Beaglebone Black/Green,Eagle,,117
realtime-help,,Python,,19
pepper.js,Pepper applications as Native Client or JavaScript,JavaScript,,323
instant-hangouts,Easily add Google+ Hangouts to any web page.,JavaScript,,186
LiquidFunPaint,,Java,,154
easy-gwt-mock,An EasyMock-like Mocking Framework for Google Web Toolkit,Java,,12
gofountain,,Go,,95
VoltAir,,C++,,317
bzip2-rpc,Experiments in converting bzip2 API to be RPC-based,C,,12
gipfeli,,C++,,104
go-circuits,,Go,,14
rpki-mgmt,,Puppet,,4
anvil-build,A parallel build system and content pipeline,Python,,54
river,,0,,3
trix-auto-complete,Plugin for autocomplete using trix editor,JavaScript,,11
MAB,R package for Multi-Armed Bandit Simulation Study,R,multi-armed-bandit,35
idris-protobuf,A partial implementation of Protocol Buffers in Idris,Idris,,27
energysimulation,,Jupyter Notebook,,70
pyrios,,Go,,55
thread-weaver,A Java framework for testing multithreaded code.,Java,,295
cwd_jmp,,Shell,,6
kratu,,JavaScript,,283
codeu_coding_assessment_b_2017,This project allows students to demonstrate their coding skills by implementing a component of a larger system.,Java,,7
coverage,,Emacs Lisp,,24
jscin,Automatically exported from code.google.com/p/jscin,JavaScript,,35
ts-gulp,,0,,2
git-annex-external-gcs,,0,,3
makerspace-emonth,,KiCad Layout,,6
paper-gui,A clone of dat.GUI using nice Polymer paper elements.,HTML,"library,gui,polymer",44
testrunner-rosemary,,Java,,2
spline,A sample app that demonstrates Android's data binding library in the context of a vector drawing application.,Java,,24
creatism,,HTML,,27
mockable_filesystem.dart,Utility library that can be used to write code that can in turn be tested with mocked files and directories.,Dart,,10
okay,,Go,,20
metaserver,EC2/NoColud-compatible metadata server,Go,"grpc-service,cloud-init,picoprod,ec2-metadata,nocloud",6
microdhcpd,DHCP server that talks GRPC,Go,"dhcp-server,grpc-service,dhcpd,picoprod",12
pubkeystore,SSH Pubkey Registry,Go,"grpc,ssh-key,grpc-service,picoprod",20
unimorph,,HTML,,19
GL-Shader-Validator,,Python,,38
light-my-piano,Teaches you to play the piano by lighting up the piano key you need to press,Python,,78
grr_go_client,,Go,,3
fury,,Go,,31
dcm-video-uploader,Python script to upload video creatives to DCM. The script creates the necessary structure under a provided DCM placement to target each video to a different geo location. One use case is creating dynamic video campaigns,Python,,7
TouchTime,Tells the time through vibration patterns on an Android smartwatch.,Java,,37
uniflow-polymer,UniFlow for Polymer,HTML,"polymer,mixins,unidirectional-data-flow",167
rally,,Java,,34
teknowledge,A basic CS curriculum for coding in Python.,Python,"science,computer,cs,cs-education,curriculum",26
clerk,Clerk is an open-source IPFIX generator using https://github.com/google/testimony for packet sniffing,C++,,34
ahdlc,,C,,11
aperture_supervision,,Python,,28
YetAnotherChatApp,,Java,,8
grittibanzli,,C++,,21
ds-trix-addon,,JavaScript,,13
hat-backup,Backend-agnostic snapshotting backup system,Rust,,251
angular-sticky-element,,TypeScript,,20
vae-seq,Variational Auto-Encoders in a Sequential Setting.,Python,"machine-learning,rnn,vae,generative-models,sequential-models",156
cloud-cup,,JavaScript,,21
cloud-cup-android,Firebase Android client of the a multi device game,Java,,47
fest,,Apache-2.0,,8
decoupled_gaussian_process,,Python,,18
safevarargs,,,,5
opentest,,0,,2
encrypted-bigquery-client,An experimental version of the BQ client which adds client-side encryption,Python,,170
rbe-integration-test,,Python,,4
chained-promise,Functional programming tools for recurring promises,TypeScript,,52
synergyfinderengineered,,R,,6
amp-client-id-library,,JavaScript,,9
go-trace,,Go,,27
hell0world-curriculum,Curriculum for hell0world.org classes,HTML,education,5
intelligent_annotation_dialogs,,Jupyter Notebook,,26
cornerstoneMath,Math and computation geometry functionality for cornerstone,JavaScript,,4
burst-denoising,,Python,,231
viai-sdk,An SDK for Google Cloud's Visual Inspection AI product.,Python,"google,sdk,ai,google-cloud,sdk-python",4
drive-file-search-fix,,JavaScript,,2
skywater-pdk-ip-sky90fd_fd_ip_sram,SRAM build space for SKY90FD provided by SkyWater.,Apache-2.0,"asic,hardware,eda,sram,ic,silicon,integrated-circuits",7
skywater-pdk-libs-sky90fd_fd_io,IO and periphery cells for SKY90FD provided by SkyWater.,Apache-2.0,"asic,hardware,eda,io,ic,silicon,integrated-circuits",3
skywater-pdk-libs-sky90fd_fd_pr,Primitives for SKY90FD provided by SkyWater.,Apache-2.0,"magic,asic,hardware,spice,ic,klayout,silicon",3
skywater-pdk-libs-sky90fd_fd_sc,Standard cells for SKY90FD provided by SkyWater.,Apache-2.0,"asic,hardware,eda,ic,silicon,integrated-circuits,openroad",3
skywater-pdk-libs-sky90fd_osu_sc,Standard cells for SKY90FD provided by Oklahoma State University.,Apache-2.0,"asic,hardware,eda,osu,ic,silicon,integrated-circuits",3
intellij-gn-plugin,,Kotlin,,9
vim-codefmt,Vim plugin for syntax-aware code formatting,Vim Script,"js-beautify,clang-format,vim,formatter",1001
eleventy-high-performance-blog,A high performance blog template for the 11ty static site generator.,JavaScript,"eleventy,11ty,11ty-template",3718
UIforETW,User interface for recording and managing ETW traces,C++,,1295
dart-neats,neat dart packages.,Dart,dart,319
one-weird-trick,,Jupyter Notebook,,13
lldb-eval,lldb-eval is a library for evaluating expressions in the debugger context,C++,"clang,expression-evaluator,debugging-tool,lldb",52
argon,Campaign Manager 360 and Display & Video 360 Reports to BigQuery connector,TypeScript,"cloud-functions,dv360,cloud-scheduler,cm360,bigquery,gcp,google-cloud",31
pmax_migration,,Python,,1
ngx_token_binding,NGINX module for Token Binding,C,,42
openrtb-doubleclick,"Utilities for DoubleClick Ad Exchange, including OpenRTB mapping, DoubleClick cryptography, metadata and validation",Java,,191
tuple.dart,A library providing a tuple data structure,Dart,,164
openrtb,OpenRTB model for Java and other languages via protobuf; Helper OpenRTB libraries for Java including JSON serialization,Java,,380
deepmac,Project website for https://git.io/deepmac.,HTML,,2
flutter.plugins,,Dart,,115
robotstxt-java,,Java,,31
shoptimizer,,Python,,31
stable-retraining-conversational-agents,,0,,0
ngx_brotli,NGINX module for Brotli compression,C,,1747
go-pcie-tlp,Builds and parses PCIe Transport Layer Packets (TLPs),Go,,12
cad_campaign_anomaly_detector,,JavaScript,,5
attention-center,,Python,,16
visqol,Perceptual Quality Estimator for speech and audio,C++,,368
mobly,E2E test framework for tests with complex environment requirements.,Python,"android,testing,windows,automation,google,mobile,networking",529
cross-device-sdk,The Cross device SDK allows developers to build rich multi-device experiences with a simple and intuitive set of APIs,Kotlin,"api,google,cross-device,better-together,multi-device-toolkit",39
empirical_calibration,,Jupyter Notebook,,27
moveit,,Rust,,127
crystalvalue,,Python,,9
macops,"Utilities, tools, and scripts for managing and tracking a fleet of Macintoshes in a corporate environment",Python,,793
macops-molcodesignchecker,Simple Objective-C code signature validation,Objective-C,,27
schemaorg-java,Java utilities for working with Schema.org data in JSON-LD format,Java,,65
oss-policies-info,,Apache-2.0,,3
floody,,Java,,1
devx-tools,Tools at Google for mobile development and testing,Go,,60
jax-md,"Differentiable, Hardware Accelerated, Molecular Dynamics",Jupyter Notebook,,807
globalfoundries-pdk-libs-gf180mcu_fd_io,IO and periphery cells for the GF180MCU provided by GlobalFoundries.,Verilog,"asic,eda,io,pdk,openroad,180nm,globalfoundries",11
github-sandbox,,Apache-2.0,,2
GTXiLib,Google Toolbox for Accessibility for iOS,Objective-C,"ios,automation,accessibility,accessibility-testing,accessibility-automation",205
wire,Compile-time Dependency Injection for Go,Go,"go,golang,codegen,initialization,dependency-injection",9150
crumsort-rs,A parallelized Rust port of crumsort,Rust,,18
sqlcommenter-laravel-php,,PHP,,4
plb,,Apache-2.0,,10
deluca,"Performant, differentiable reinforcement learning",Python,,112
compass,,Jupyter Notebook,,20
fscryptctl,Small C tool for Linux filesystem encryption,C,"c,cryptography,filesystem,ext4-filesystem,filesystem-encryption",83
material-design-lite,Material Design Components in HTML/CSS/JS,HTML,"material-design,material-design-lite,material,material-components,mdl",32097
lkml-gerrit-bridge,,Python,,3
exposure-notifications-android,Exposure Notifications Android Reference Design,Java,"android,covid-19",528
plusfish,Plusfish is a classic web application vulnerability scanner/fuzzer and aimed at security professionals,C++,"security,crawler,security-scanner,security-tools,web-application-security,web-application-security-scanner,scanner",17
semantic-locators,,JavaScript,,38
built_collection.dart,Immutable Dart collections via the builder pattern.,Dart,,244
fuchsiaware,,TypeScript,,15
packetdrill,The official Google release of packetdrill,C,,740
rrg,A Rust rewrite of the GRR agent.,Rust,,21
sqlcommenter,,PHP,,481
rust-design-faq,,Apache-2.0,,13
dwh-migration-tools,,Java,,12
trillian-examples,A place to store some examples which use Trillian APIs to build things.,Go,"examples,transparency,trillian",113
truth,Fluent assertions for Java and Android,Java,"unit-testing,test-framework,assertion-framework,testing-library,java,junit,truth",2522
cvelist,Pilot program for CVE submission through GitHub,Python,,12
rubik,,Python,,21
ads-api-report-fetcher,Google Ads API Report Fetcher (gaarf),TypeScript,,6
clusterfuzzlite,ClusterFuzzLite - Simple continuous fuzzing that runs in CI.,Apache-2.0,"security,continuous-integration,ci,fuzzing,fuzz-testing,vulnerabilities",363
grr-doc,Documentation for the GRR Rapid Reponse framework,Python,,286
localtoast,,Go,,30
opendocs,Documentation resources,CC-BY-4.0,"documentation,templates",62
device-infra,,Java,,9
yggdrasil-decision-forests,"A collection of state-of-the-art algorithms for the training, serving and interpretation of Decision Forest models.",C++,"cli,machine-learning,cpp,random-forest,tensorflow,ml,cart",204
riegeli,"Riegeli/records is a file format for storing a sequence of string records, typically serialized protocol buffers.",C++,,325
jaxopt,"Hardware accelerated, batchable and differentiable optimizers in JAX.",Python,"optimization,jax,deep-learning",553
triage-party,🎉 Triage Party: massively multi-player GitHub triage 🎉,Go,"github,golang,dashboard,triage",465
shifter,Shifter - OpenShift workloads to GKE/Anthos,Go,"application,openshift,migration,gke,k8s,google-cloud-platform,google-kubernetes-engine",25
go-licenses,Reports on the licenses used by a Go package and its dependencies.,Go,"license,license-management,license-checking",532
chrome-ssh-agent,SSH Agent for use with Google Chrome's Secure Shell extension,Go,"chrome-extension,ssh-agent",177
cadvisor,Analyzes resource usage and performance characteristics of running containers.,Go,,13900
xsecurelock,X11 screen lock utility with security in mind,C,,742
ios-device-control,,Java,,35
go-containerregistry,Go library and CLIs for working with container registries,Go,"docker,registry,container,container-registry",1986
distbench,"The Distbench benchmark is made to evaluate Remote Procedure Calls (RPCs) stacks, as RPCs represent an important amount of data communication in the data center.",C++,,25
fleetbench,Benchmarking suite for Google workloads,C++,,38
go-github,Go library for accessing the GitHub v3 API,Go,"github-api,go",8818
ml-compiler-opt,Infrastructure for Machine Learning Guided Optimization (MLGO) in LLVM.,Python,,357
importlab,A library that automatically infers dependencies for Python files,Python,,133
gapid,Graphics API Debugger,Go,"windows,debugger,golang,gpu,gles,opengles,vulkan-api",2071
libprotobuf-mutator,Library for structured fuzzing with protobuffers,C++,,428
go-querystring,go-querystring is Go library for encoding structs into URL query strings.,Go,"querystring,query-string",1590
travel-impact-model,,CC-BY-4.0,,26
civics_cdf_validator,,Python,,24
kmsan,"KernelMemorySanitizer, a detector of uses of uninitialized memory in the Linux kernel",C,,337
gink,,TypeScript,,8
go-jsonnet,,Go,,1236
bigspicy,,Python,,20
googleapis.dart,Repository for building the googleapis packages,Dart,,318
trillian,"A transparent, highly scalable and cryptographically verifiable data store.",Go,"certificate-transparency,merkle-tree",3130
certificate-transparency-go,Auditing for TLS certificates (Go code),Go,,599
web-serial-polyfill,,TypeScript,,53
material-design-icons,Material Design icons by Google,Apache-2.0,"android,ios,web,material-design,material,sprites,icons",46525
closure-library,Google's common JavaScript library,JavaScript,"javascript,google,closure,closure-library,goog",4508
sync_http.dart,,Dart,,7
ExoPlayer,An extensible media player for Android,Java,"mediaplayer,android,java,exoplayer",19838
fhir,FHIR Protocol Buffers,C++,,660
j2cl-protobuf,Protocol Buffers implementation for J2CL,JavaScript,"protobuf,protocol-buffers,j2cl",21
polymorphicDSL,,Java,,4
multispecies-whale-detection,,Python,,3
multichase,,C,,58
cargo-raze,Generate Bazel BUILD from Cargo dependencies!,Rust,,426
t5patches,T5Patches is a set of tools for fast and targeted editing of generative language models built with T5X.,Python,,7
gcp_scanner,,Python,,98
jni-bind,JNI Bind is a set of advanced syntactic sugar for writing efficient correct JNI Code in C++17 (and up).,C++,"android,kotlin,cross-platform,metaprogramming,jni,jni-bindings,cplusplus-17",52
fully-homomorphic-encryption,Libraries and tools to perform fully homomorphic encryption operations on an encrypted data set.,C++,"cryptography,privacy,homomorphic-encryption,fhe,fully-homomorphic-encryption",2703
lightweight_mmm,LightweightMMM 🦇 is a lightweight Bayesian Marketing Mix Modeling (MMM) library that allows users to easily train MMMs and obtain channel attribution information.,Python,"data-science,econometrics,bayesian,mmm,marketing-science",271
flutter.widgets,,Dart,,1029
etils,Collection of eclectic utils for python.,Python,"python,tensorflow,utils,numpy,jax",73
swift-clang,,C++,,6
swift-llvm,,LLVM,,5
swift-corelibs-libdispatch,"The libdispatch Project, (a.k.a. Grand Central Dispatch), for concurrency on multicore hardware",C,,3
swift-corelibs-foundation,"The Foundation Project, providing core utilities, internationalization, and OS independence",C,,3
mr4c,,Java,,914
graph-gen,,Python,,4
sa360-bidbyweather,,JavaScript,,3
swift-corelibs-xctest,"The XCTest Project, A Swift core library for providing unit test support",Swift,,3
payjs,,JavaScript,,4
gfbuild-SPIRV-Cross,,0,,2
MOE-py,A system for synchronizing repositories,Java,,5
FluidNet,Accelerating Eulerian Fluid Simulation With Convolutional Networks,Lua,,707
cloud-function-edit-drive-permissions,This sample Cloud Function code is designed to remove permissions from a Drive file where the file is visible across the entire domain. The Function is triggered against a Pub/Sub payload that contains Drive document metadata and sharing events that would prompt the Function to execute.,Python,,12
GeoexperimentsResearch,An open-source implementation of the geo experiment analysis methodology developed at Google. Disclaimer: This is not an official Google product.,R,,100
image-compression,,C++,,76
gdata-python-client,,HTML,,433
pixelvisualcorecamera,,Java,,103
vim-searchindex,vim-searchindex: display number of search matches & index of a current match,Vim Script,,348
retrieval-qa-eval,,Python,,33
cap-library,Common Alerting Protocol Library,HTML,,76
pulito,Conventions and structure for a Vanilla JS application with a supporting webpack config.,JavaScript,,37
neural_rerendering_in_the_wild,,Python,,197
rxcppuniq,,C++,,8
flutter_minimal_store,,Dart,,20
charted,Visualization toolkit for Dart language,Dart,,155
boundedwait,,Go,,4
minetest_pnr,Place & Router for Minetest,Rust,,13
fleetspeak-doc,,Apache-2.0,,2
earthstudio-ffmpeg-automator,,Shell,,9
page-timer,A personal time-tracking Chrome extension,JavaScript,,93
skywater-pdk-libs-sky130_fd_sc_ls,"""Low speed"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",4
skywater-pdk-libs-sky130_fd_sc_ms,"""Medium speed"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",3
skywater-pdk-libs-sky130_fd_sc_lp,"""Low power"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",3
coapblaster,A Java Library for implementing CoAP clients and servers.,Java,,30
formal-ml,,Lean,,17
selinux-policy-languages,VSCode extension providing syntax highlighting for the SELinux kernel policy language and Common Intermediate Language.,Apache-2.0,"vscode,cil,selinux",6
cabal2bazel,Haskell Bazel rules and cabal2bazel import tool.,Starlark,,38
reflow-list,,TypeScript,,1
ffcc,Fast Fourier Color Constancy: an auto white balance solution with machine learning in Fourier space,MATLAB,"google,image-processing,cvpr-2017,whitebalance",173
retriever_parsing,,Python,,4
custom-tab-groups,,JavaScript,,3
prog-edu-assistant-quizzes,Automatically gradable quizzes in Jupyter Python notebook.,Jupyter Notebook,autograding,2
java-monitoring-client-library,A java idiomatic monitoring client for collecting metrics,Java,"metrics,stackdriver-monitoring,java,monitoring-library",59
sa360-webquery-bigquery,Tool to import Search Ads 360 Webquery report into BigQuery,Java,,11
pygtrie,Python library implementing a trie data structure.,Python,,761
jsaction,JsAction is a small event delegation library that decouples event binding from the code that can handle the event.,JavaScript,,1012
lecam-gan,Regularizing Generative Adversarial Networks under Limited Data (CVPR 2021),Jupyter Notebook,"gan,image-generation,data-efficient,cvpr2021",140
pcbdl,PCB Design Language: A programming way to design schematics.,Python,"python,hardware,electronics,eda,schematics,hdl,netlist",113
slowjam,SlowJam: latency profiler for Go programs,HTML,"golang,performance,analysis,profiling",191
tabletopaudio-action,,TypeScript,,7
look-before-you-speak,Look Before you Speak Project Webpage: https://google.github.io/look-before-you-speak/,HTML,,2
google-drive-dokany,,C,,24
applied-machine-learning-intensive,Applied Machine Learning Intensive,Jupyter Notebook,"data-science,machine-learning,tensorflow,sklearn,python3,tensorflow-tutorials,tensorflow-examples",126
tirg,"deep learning, image retrieval, vision and language",Python,,257
autobidding-readiness-monitor,,Python,,6
centaur,,TypeScript,,6
git-appraise-web,Web UI for git-appraise,HTML,,179
merror,MError is a library for error handling in C++ without exceptions. It requires C++17 and only works for gcc or clang compilers.,C++,error-handling,3
actions-on-google-flashcards-template-sdk,,JavaScript,,7
actions-on-google-trivia-template-sdk,,JavaScript,,14
webrisk,,Go,,40
usbmon,List and monitor USB devices connected to Linux host. Also as Collectd plugin.,C,"usb,udev,collectd,collectd-plugin,linux,usbmon",30
timecast,"Performant, composable online learning",Python,"timeseries,time-series,prediction,prediction-algorithm,online-learning,time-series-analysis,timeseries-data",14
ormolu,This is a fork of https://github.com/tweag/ormolu.,Haskell,,11
tcav-for-ehr,,Python,,3
dicomproxy,,Java,,4
